# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 27 15:29:26 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and discoverymethod like '%transit%'
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and pl_bmassestr not null
# CONSTRAINT:  and st_teffstr not null
# CONSTRAINT:  and st_radstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
CoRoT-21 b,CoRoT-21,1,1,1,Transit,2012,CoRoT,Published Confirmed,0,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,14.572,1.569,-1.569,0,1.300,0.140,-0.140,0,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,F8 IV,6200.00,100.00,-100.00,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,0.000,0.100,-0.100,0,[Fe/H],3.70,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,,,16.0580000,0.4350000,-0.4350000,13.8130000,0.0540000,-0.0540000,15.8558000,0.0019680,-0.0019680,2018-12-03,2012-09,2018-12-06
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,4.880,0.170,-0.390,0,0.435,0.015,-0.035,0,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,Mass,0.077000,0.300000,-0.042000,0,,,,,885,53,-280,0,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,G3 V,5939.00,54.00,-120.00,0,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0,0.170,0.070,-0.120,0,[Fe/H],4.36,0.07,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000,11.1870000,-10.8080000,13.8200000,0.1140000,-0.1140000,11.9880000,0.0260000,-0.0260000,13.7305000,0.0003040,-0.0003040,2014-08-21,2014-08,2014-08-21
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,CoRoT,Published Confirmed,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,11.770,1.460,-1.460,0,1.050,0.130,-0.130,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,Mass,0.160000,0.020000,-0.020000,0,,,,,1660,,,0,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,G0 V,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,0.050,0.100,-0.100,0,[Fe/H],4.30,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,45.4700000,-41.9400000,15.6750000,0.2060000,-0.2060000,12.3640000,0.0320000,-0.0320000,15.0681000,0.0004090,-0.0004090,2014-05-14,2012-01,2014-05-14
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,3.700,0.400,-0.400,0,0.330,0.040,-0.040,0,5.70000,,,1,0.01800,,,1,Mass,0.000000,,,0,,,,,1070,140,-140,0,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,0.300,0.150,-0.150,0,[Fe/H],4.55,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.0430000,-15.2320000,15.3830000,0.1140000,-0.1140000,12.9240000,0.0240000,-0.0240000,15.1801000,0.0006310,-0.0006310,2018-06-06,2014-07,2018-05-31
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,5.000,0.500,-0.500,0,0.440,0.040,-0.040,0,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,Mass,0.000000,,,0,,,,,850,80,-80,0,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,0.300,0.150,-0.150,0,[Fe/H],4.55,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.0430000,-15.2320000,15.3830000,0.1140000,-0.1140000,12.9240000,0.0240000,-0.0240000,15.1801000,0.0006310,-0.0006310,2014-06-11,2014-07,2014-06-11
CoRoT-25 b,CoRoT-25,1,1,1,Transit,2013,CoRoT,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,12.110,3.400,-1.120,0,1.080,0.300,-0.100,0,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,Mass,0.000000,,,0,,,,,1330,80,-40,0,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,F9,6040.00,90.00,-90.00,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,-0.010,0.130,-0.130,0,[Fe/H],4.31,0.05,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000,44.2800000,-41.0500000,14.7900000,0.1720000,-0.1720000,12.8460000,0.0310000,-0.0310000,14.7110000,0.0003390,-0.0003390,2014-05-14,2013-07,2014-05-14
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,CoRoT,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,14.120,1.460,-0.780,0,1.260,0.130,-0.070,0,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,Mass,0.000000,,,0,,,,,1600,80,-70,0,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,G5,5590.00,100.00,-100.00,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,0.010,0.130,-0.130,0,[Fe/H],3.99,0.05,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000,,,15.8610000,0.1950000,-0.1950000,13.2610000,0.0340000,-0.0340000,15.4682000,0.0016830,-0.0016830,2014-05-14,2013-07,2014-05-14
CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,11.287,0.493,-0.493,0,1.007,0.044,-0.044,0,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,Mass,0.065000,,,1,,,,,1500,130,-130,0,0,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,G2,5900.00,120.00,-120.00,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,-0.100,0.100,-0.100,0,[M/H],4.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000,69.2600000,-61.0360000,15.7740000,0.1030000,-0.1030000,12.9850000,0.0330000,-0.0330000,15.3902000,0.0006150,-0.0006150,2014-05-14,2014-02,2014-05-14
CoRoT-28 b,CoRoT-28,1,1,1,Transit,2015,CoRoT,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,10.705,0.740,-0.740,0,0.955,0.066,-0.066,0,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,Mass,0.047000,0.055000,-0.038000,0,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,G8/9 IV,5150.00,100.00,-100.00,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,0.150,0.100,-0.100,0,[Fe/H],3.60,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000,14.6850000,-14.1520000,13.7830000,0.0690000,-0.0690000,11.0320000,0.0250000,-0.0250000,13.4119000,0.0003930,-0.0003930,2015-04-16,2015-07,2015-04-16
CoRoT-29 b,CoRoT-29,1,1,1,Transit,2015,CoRoT,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,10.088,1.793,-1.793,0,0.900,0.160,-0.160,0,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,Mass,0.082000,0.081000,-0.081000,0,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,K0 V,5260.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0,0.200,0.100,-0.100,0,[Fe/H],4.30,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000,44.0270000,-39.7600000,15.4080000,0.1260000,-0.1260000,13.0480000,0.0310000,-0.0310000,15.2394000,0.0005320,-0.0005320,2015-04-16,2015-07,2015-04-16
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,CoRoT,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,11.310,0.852,-0.852,0,1.009,0.076,-0.076,0,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,Mass,0.007000,0.031000,-0.031000,0,,,,,,,,,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G3 V,5650.00,100.00,-100.00,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,0.020,0.100,-0.100,0,[Fe/H],4.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000,48.5700000,-44.4670000,15.5710000,0.1260000,-0.1260000,13.5620000,0.0450000,-0.0450000,15.4130000,0.0006660,-0.0006660,2020-04-10,2020-03,2020-04-16
CoRoT-31 b,CoRoT-31,1,1,1,Transit,2020,CoRoT,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,16.365,3.363,-3.363,0,1.460,0.300,-0.300,0,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,Mass,0.020000,0.160000,-0.160000,0,,,,,,,,,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G2 IV,5700.00,120.00,-120.00,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,0.000,0.100,-0.100,0,[Fe/H],3.85,0.25,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000,169.7900000,-145.7100000,15.4790000,0.3090000,-0.3090000,13.4260000,0.0380000,-0.0380000,15.4655000,0.0008090,-0.0008090,2020-04-10,2020-03,2020-04-16
CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,CoRoT,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,3.22748000,0.00008000,-0.00008000,0,0.042900,0.000920,-0.000920,0,18.831,1.233,-1.233,0,1.680,0.110,-0.110,0,349.61125,117.59651,-117.59651,0,1.10000,0.37000,-0.37000,0,Mass,0.000000,,,0,,,,,1747,62,-62,0,1,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F6 V,6390.00,130.00,-130.00,0,1.65,0.10,-0.11,0,1.01,0.07,-0.06,0,-0.500,0.100,-0.100,0,[Fe/H],4.01,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.2100000,55.9000000,-50.9200000,15.6350000,0.2290000,-0.2290000,12.9350000,0.0290000,-0.0290000,15.2625000,0.0005140,-0.0005140,2022-08-01,2022-07,2022-08-01
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,CoRoT,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,5.61653100,0.00002300,-0.00002300,0,0.066000,0.007000,-0.007000,0,15.805,1.569,-1.569,0,1.410,0.140,-0.140,0,216.12332,149.37935,-136.66622,1,0.68000,0.47000,-0.43000,1,Mass,0.000000,,,0,,,,,1567,35,-35,0,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F3 V,6730.00,140.00,-140.00,0,1.52,0.20,-0.10,0,1.32,0.09,-0.09,0,-0.100,0.100,-0.100,0,[Fe/H],4.16,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.9580000,27.7960000,-26.2470000,13.1260000,0.0690000,-0.0690000,11.5920000,0.0210000,-0.0210000,12.9515000,0.0006500,-0.0006500,2022-08-01,2022-07,2022-08-01
CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,13.340,0.670,-0.560,0,1.190,0.060,-0.050,0,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,Mass,0.000000,0.100000,-0.100000,0,,,,,1074,19,-19,0,0,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,,6190.00,60.00,-60.00,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,,,,,,4.41,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,15.1810000,-14.5820000,13.6520000,0.0920000,-0.0920000,12.2880000,0.0300000,-0.0300000,13.5613000,0.0003540,-0.0003540,2014-05-14,2008-09,2014-05-14
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,15.558,0.516,-0.527,0,1.388,0.046,-0.047,0,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,Mass,0.090000,0.090000,-0.040000,0,,,,,1438,39,-39,0,0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,F9 V,6100.00,65.00,-65.00,0,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0,-0.250,0.060,-0.060,0,[M/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,25.6200000,-25.6200000,14.0430000,0.1490000,-0.1490000,12.5460000,0.0260000,-0.0260000,13.9021000,0.0004180,-0.0004180,2014-05-14,2009-10,2014-05-14
